amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
25.44,13,2,entertainment,0.045,0.083,6.9,1.32,3240,0,0,1,0
43.33,11,2,gas_transport,0.351,0.235,11.1,0.58,336,0,0,0,0
75.95,20,1,grocery,0.45,0.022,2.3,1.28,1877,0,0,1,0
38.91,12,1,travel,0.211,0.283,0.9,0.55,208,0,0,1,0
12.26,17,3,travel,0.138,0.044,28.6,1.34,1312,0,0,0,0
286.01,14,2,utilities,0.12,0.193,8.8,0.67,1938,0,0,0,0
159.48,14,2,dining,0.246,0.071,9.7,1.15,2337,0,0,0,0
31.94,15,1,clothing,0.058,0.384,13.5,0.88,1650,0,0,1,0
29.58,10,1,clothing,0.01,0.079,3.0,1.04,2962,1,0,1,0
10.87,7,1,entertainment,0.024,0.088,1.8,0.66,2902,0,0,1,0
126.49,16,3,gas_transport,0.111,0.23,18.7,1.08,1282,0,0,0,0
29.49,8,1,grocery,0.095,0.37,11.2,0.89,2878,0,0,1,0
61.05,16,1,health_beauty,0.022,0.237,8.1,0.83,2424,0,1,1,0
83.61,1,2,entertainment,0.103,0.072,1.0,0.34,3031,0,0,1,0
40.82,22,3,electronics,0.385,0.221,11.6,0.98,1043,0,0,1,0
65.07,11,1,dining,0.055,0.022,6.6,1.12,2815,1,0,1,0
17.76,14,3,retail,0.021,0.314,0.1,0.65,3207,0,0,0,0
25.75,11,3,gas_transport,0.049,0.055,1.5,0.78,1445,1,0,1,0
90.67,0,3,grocery,0.09,0.15,24.6,0.79,495,0,0,1,0
98.9,11,1,dining,0.238,0.041,1.3,1.12,730,0,0,1,0
107.73,10,4,gas_transport,0.022,0.238,6.1,1.13,1948,0,0,0,0
174.52,7,2,grocery,0.077,0.264,41.8,1.03,992,0,0,0,0
52.35,17,1,dining,0.45,0.23,6.0,0.97,664,0,0,0,0
41.82,22,2,entertainment,0.079,0.104,6.0,0.89,3537,0,1,1,0
87.94,9,3,electronics,0.236,0.379,9.2,1.19,3412,0,0,1,0
27.57,9,4,health_beauty,0.04,0.019,4.1,0.61,2416,0,0,0,0
37.68,10,1,travel,0.095,0.107,2.1,1.03,2031,0,0,0,0
14.04,5,2,clothing,0.04,0.055,17.4,0.98,2174,0,0,0,0
89.71,9,1,health_beauty,0.103,0.361,1.1,0.72,3147,0,0,0,0
15.35,16,1,grocery,0.027,0.272,31.0,1.05,523,0,0,1,0
53.33,9,3,utilities,0.011,0.133,2.5,1.16,748,0,1,1,0
27.47,6,3,clothing,0.01,0.219,0.3,0.78,476,0,0,1,0
10.35,11,1,gas_transport,0.032,0.029,7.1,1.02,3138,0,0,1,0
35.72,15,2,health_beauty,0.169,0.303,0.2,0.57,1511,0,0,1,0
874.7,4,7,electronics,0.806,0.912,94.4,2.63,138,4,1,1,1
62.29,17,2,grocery,0.196,0.035,2.6,0.97,1201,2,0,0,0
94.63,12,4,dining,0.076,0.102,5.1,0.65,2975,0,0,0,0
43.42,10,2,retail,0.031,0.243,2.3,1.13,3017,0,1,0,0
114.04,5,1,grocery,0.091,0.165,1.3,0.81,1881,0,0,0,0
792.5,2,8,electronics,0.693,0.776,750.9,4.22,27,3,1,1,1
31.13,12,2,entertainment,0.165,0.186,27.8,0.97,2320,0,0,1,0
39.86,14,4,grocery,0.3,0.261,30.8,1.09,2480,0,1,1,0
28.95,13,4,grocery,0.04,0.277,13.3,1.09,3447,0,0,1,0
172.43,10,11,travel,0.71,0.685,1123.9,9.87,57,4,0,1,1
83.92,7,2,clothing,0.09,0.304,0.2,1.03,2378,0,0,0,0
59.45,8,2,grocery,0.38,0.276,11.8,1.46,3043,1,1,0,0
39.24,15,1,clothing,0.115,0.061,0.1,0.86,3127,0,0,1,0
15.01,12,1,grocery,0.282,0.212,2.1,1.22,1387,0,0,1,0
40.59,8,3,dining,0.016,0.097,30.2,1.17,3146,0,0,0,0
32.63,10,2,clothing,0.07,0.462,9.3,0.61,994,0,0,0,0
23.24,6,4,grocery,0.158,0.043,20.3,1.6,3071,0,0,1,0
22.95,9,3,electronics,0.1,0.128,12.0,1.09,323,0,0,0,0
17.63,21,3,utilities,0.17,0.386,9.4,1.03,616,0,0,1,0
75.82,8,5,clothing,0.219,0.049,8.1,0.96,3469,0,0,1,0
22.14,16,1,entertainment,0.105,0.09,1.7,0.77,433,0,0,1,0
72.22,8,3,health_beauty,0.042,0.426,4.5,1.04,1263,0,0,1,0
392.23,15,3,grocery,0.25,0.109,13.6,1.11,1153,0,0,0,0
31.37,12,3,dining,0.185,0.04,2.3,1.36,2696,0,0,1,0
19.58,12,6,dining,0.02,0.01,4.3,1.22,697,0,0,1,0
27.65,16,2,gas_transport,0.049,0.169,16.7,0.31,332,0,0,1,0
1233.59,21,7,electronics,0.787,0.828,2035.2,2.99,733,3,0,1,1
37.1,19,2,dining,0.041,0.086,11.2,0.8,2622,0,0,1,0
34.86,3,1,grocery,0.189,0.238,0.3,1.21,1745,0,0,1,0
36.45,11,2,gas_transport,0.01,0.171,12.8,1.37,1142,0,0,0,0
20.04,10,3,dining,0.07,0.105,13.7,0.73,2905,0,0,1,0
35.82,17,1,clothing,0.146,0.22,32.0,1.13,3146,0,0,0,0
123.57,8,4,clothing,0.021,0.326,36.7,0.67,896,1,0,0,0
47.76,13,2,electronics,0.211,0.5,9.7,1.31,2778,0,0,1,0
186.14,14,1,dining,0.029,0.256,0.1,1.42,597,0,0,1,0
108.81,20,2,gas_transport,0.041,0.103,13.2,0.74,1764,0,0,0,0
65.2,9,1,gas_transport,0.014,0.267,1.2,1.22,3434,0,0,1,0
47.5,17,1,grocery,0.01,0.113,0.2,1.44,625,0,0,1,0
132.6,9,2,grocery,0.056,0.075,20.9,0.75,1789,0,0,0,0
53.96,11,4,electronics,0.181,0.245,14.6,1.21,2064,0,0,0,0
120.11,16,4,gas_transport,0.341,0.226,6.7,1.04,1897,0,0,0,0
62.46,18,1,grocery,0.024,0.236,4.2,1.35,1316,2,0,1,0
14.9,18,2,clothing,0.019,0.157,28.6,0.95,3264,0,0,1,0
41.6,15,2,electronics,0.028,0.307,34.8,1.32,3036,0,0,1,0
27.78,7,3,gas_transport,0.276,0.193,0.5,0.85,3367,0,0,1,0
84.17,11,1,gas_transport,0.098,0.39,2.9,1.57,314,0,0,1,0
107.47,13,2,utilities,0.028,0.107,0.9,0.9,3131,0,0,1,0
22.0,22,1,utilities,0.274,0.132,6.5,0.85,1204,0,0,1,0
45.27,6,1,health_beauty,0.171,0.162,0.1,0.54,3380,0,0,1,0
18.79,6,1,clothing,0.154,0.378,3.4,0.89,1212,0,0,0,0
85.46,15,2,electronics,0.18,0.175,4.9,0.96,2550,0,0,1,0
27.48,14,1,grocery,0.067,0.079,20.8,0.72,1327,0,0,0,0
45.79,7,1,gas_transport,0.093,0.147,0.5,1.0,767,0,1,0,0
39.46,20,2,dining,0.097,0.495,3.0,1.02,1001,0,0,1,0
81.67,23,4,clothing,0.242,0.237,16.0,0.61,1539,0,0,0,0
311.49,16,4,gas_transport,0.138,0.185,14.5,1.14,593,0,0,0,0
34.15,5,2,grocery,0.102,0.135,2.9,0.7,1385,0,0,1,0
53.09,15,1,dining,0.327,0.064,1.0,1.06,1980,0,0,1,0
29.97,11,4,clothing,0.156,0.123,1.1,1.06,635,0,0,0,0
36.33,8,2,gas_transport,0.163,0.141,4.5,1.25,1432,0,0,1,0
225.63,12,5,electronics,0.126,0.156,7.9,0.91,926,0,0,1,0
138.68,7,1,retail,0.02,0.104,12.4,1.08,2521,0,0,0,0
76.46,15,1,grocery,0.03,0.056,4.1,1.3,2301,0,0,0,0
29.27,13,1,electronics,0.023,0.376,32.2,1.34,809,0,0,1,0
181.21,10,1,clothing,0.414,0.08,2.0,1.16,1731,0,0,0,0
131.88,13,1,entertainment,0.202,0.024,29.6,0.83,3562,1,0,1,0
122.11,10,1,grocery,0.036,0.123,9.3,0.63,432,1,0,1,0
34.49,7,3,grocery,0.077,0.14,8.2,1.0,1762,0,0,1,0
133.15,8,2,gas_transport,0.082,0.129,19.4,0.2,3510,1,0,1,0
33.57,12,1,gas_transport,0.105,0.095,3.1,0.85,3487,0,0,0,0
32.26,10,2,dining,0.2,0.174,3.9,0.88,1383,0,0,1,0
27.61,19,3,grocery,0.025,0.122,2.4,0.57,1006,0,0,1,0
38.93,8,4,gas_transport,0.313,0.05,0.1,0.59,1407,0,0,0,0
4536.05,0,4,travel,0.722,0.684,1841.9,5.55,111,1,1,1,1
31.56,4,3,health_beauty,0.102,0.054,5.6,1.41,759,0,0,1,0
746.8,3,7,gas_transport,0.861,0.767,395.3,2.91,294,3,1,1,1
62.86,9,2,health_beauty,0.081,0.292,3.1,0.66,1625,0,0,1,0
51.71,20,1,dining,0.023,0.273,3.0,1.04,837,0,0,0,0
35.7,9,1,grocery,0.332,0.159,2.2,1.03,3261,0,0,1,0
45.89,5,3,clothing,0.167,0.07,0.8,1.04,3107,0,0,0,0
18.99,16,3,utilities,0.077,0.114,9.4,0.76,2213,1,0,0,0
134.61,8,1,dining,0.32,0.364,7.0,0.6,3357,0,0,0,0
136.26,11,1,utilities,0.079,0.326,15.0,0.91,3482,0,0,1,0
141.47,16,1,health_beauty,0.169,0.103,13.5,1.0,2154,0,0,0,0
71.53,13,2,dining,0.096,0.109,5.8,0.52,3313,0,0,1,0
36.07,18,2,electronics,0.053,0.071,0.6,0.28,251,0,0,1,0
22.26,9,1,health_beauty,0.132,0.268,18.0,1.02,2669,0,0,0,0
13.66,19,3,retail,0.071,0.413,4.8,0.98,538,0,0,0,0
4264.95,3,6,health_beauty,0.84,0.547,762.0,6.1,58,4,0,1,1
34.54,7,4,electronics,0.204,0.086,3.2,0.34,309,0,0,1,0
34.71,21,1,clothing,0.027,0.184,10.4,0.75,577,0,0,0,0
24.59,10,1,dining,0.16,0.248,0.6,0.93,3009,0,0,0,0
21.03,10,4,clothing,0.251,0.177,30.1,0.69,1129,0,0,0,0
894.89,4,4,travel,0.838,0.877,1813.2,8.52,25,1,1,1,1
36.06,12,1,utilities,0.144,0.124,11.5,1.13,2310,0,0,1,0
15.74,10,1,gas_transport,0.06,0.026,7.5,0.76,1409,0,0,0,0
123.48,7,1,travel,0.232,0.412,4.8,1.09,3268,0,0,0,0
48.8,9,2,entertainment,0.099,0.112,11.5,1.04,3046,0,0,0,0
211.91,21,1,grocery,0.096,0.196,11.2,0.78,547,0,0,0,0
13.41,12,1,dining,0.15,0.199,6.9,0.43,2822,0,0,1,0
32.38,7,2,dining,0.101,0.419,12.5,1.38,1744,0,0,0,0
255.36,3,2,clothing,0.934,0.701,554.4,6.36,116,2,1,1,1
41.91,17,2,grocery,0.253,0.095,39.9,0.99,1812,0,0,1,0
50.94,7,1,entertainment,0.38,0.175,0.5,0.87,2392,0,0,1,0
140.78,16,1,health_beauty,0.14,0.088,10.5,0.87,818,0,0,1,0
66.26,16,1,dining,0.036,0.252,13.7,1.19,1279,0,0,0,0
37.74,23,1,grocery,0.072,0.134,10.4,1.19,3515,0,1,0,0
119.45,10,4,utilities,0.233,0.355,1.7,1.05,1984,0,0,0,0
181.6,11,3,dining,0.244,0.163,8.1,0.59,1356,0,0,0,0
96.16,23,2,grocery,0.083,0.254,13.0,0.8,1027,0,0,0,0
38.57,11,1,entertainment,0.148,0.5,1.9,0.88,2207,0,0,1,0
223.79,0,1,grocery,0.111,0.027,3.5,1.07,632,0,0,0,0
42.01,4,2,entertainment,0.029,0.046,1.8,1.06,1343,0,0,0,0
53.8,8,2,health_beauty,0.038,0.264,7.2,1.02,1329,0,0,1,0
20.48,14,1,utilities,0.208,0.091,4.2,1.04,607,1,0,0,0
40.6,8,3,gas_transport,0.073,0.225,7.9,1.17,2874,0,0,0,0
39.35,20,2,dining,0.048,0.139,0.1,0.9,258,0,0,1,0
569.12,2,5,clothing,0.587,0.767,643.7,7.5,969,1,0,1,1
37.78,19,2,clothing,0.022,0.234,2.9,0.3,3068,0,0,0,0
185.94,19,3,grocery,0.01,0.252,1.9,1.11,1629,0,0,0,0
77.11,13,3,dining,0.01,0.352,7.5,1.38,3023,0,0,0,0
149.85,16,1,health_beauty,0.136,0.425,3.8,1.22,1632,0,0,0,0
43.4,18,2,grocery,0.243,0.061,24.1,1.12,1015,0,0,0,0
13.14,18,1,dining,0.148,0.164,11.8,1.0,1179,0,0,1,0
46.29,7,2,electronics,0.154,0.063,11.2,1.26,1431,0,0,0,0
34.7,8,2,electronics,0.025,0.394,27.5,0.45,1400,0,1,0,0
38.07,7,1,health_beauty,0.037,0.056,21.3,1.53,3590,0,0,1,0
41.69,10,1,gas_transport,0.135,0.297,3.7,0.81,264,0,0,0,0
45.58,13,3,grocery,0.444,0.151,10.1,1.26,624,0,0,1,0
10.56,15,2,grocery,0.173,0.04,4.2,0.56,2048,0,0,0,0
32.16,8,2,grocery,0.12,0.359,4.4,1.33,2921,0,0,0,0
55.77,9,4,grocery,0.237,0.028,8.5,1.2,3257,0,1,0,0
81.14,16,1,electronics,0.224,0.16,3.3,1.0,2941,0,0,1,0
15.96,11,2,dining,0.074,0.231,0.7,1.14,479,0,1,0,0
2661.3,8,7,clothing,0.717,0.445,365.9,8.62,469,0,1,0,1
19.54,11,1,travel,0.126,0.157,24.6,1.15,282,0,0,1,0
48.7,19,2,gas_transport,0.234,0.119,8.5,0.7,1194,0,0,0,0
369.77,1,10,travel,0.959,0.913,1093.9,7.17,184,1,0,1,1
41.07,13,2,grocery,0.076,0.142,4.5,1.07,1391,0,0,1,0
54.22,10,3,grocery,0.104,0.142,5.7,1.16,2381,0,0,0,0
59.9,12,2,electronics,0.179,0.027,11.4,1.06,448,0,0,0,0
74.41,14,1,grocery,0.063,0.166,3.3,0.88,2384,0,0,1,0
25.08,13,1,grocery,0.019,0.04,21.7,1.02,245,0,0,1,0
46.45,18,5,dining,0.148,0.329,4.5,0.84,2267,0,0,1,0
53.48,6,1,gas_transport,0.01,0.219,6.8,0.74,2661,0,1,0,0
53.86,12,1,health_beauty,0.028,0.178,1.0,1.14,465,0,0,1,0
48.19,8,3,grocery,0.136,0.164,7.0,0.86,1380,0,0,0,0
42.61,16,2,grocery,0.033,0.5,7.8,1.29,2539,0,0,0,0
82.07,5,3,gas_transport,0.016,0.362,0.5,0.91,778,0,0,1,0
145.42,8,1,gas_transport,0.01,0.454,54.2,0.88,1170,0,0,1,0
30.64,9,1,entertainment,0.391,0.055,3.5,1.15,2277,0,0,0,0
103.46,19,2,clothing,0.01,0.162,1.8,1.31,3542,0,0,0,0
22.04,17,2,clothing,0.106,0.282,6.4,1.08,3150,0,0,1,0
171.02,15,2,gas_transport,0.083,0.046,7.4,1.25,1482,0,0,0,0
17.14,4,3,retail,0.018,0.093,8.1,1.16,967,0,0,0,0
50.62,15,1,grocery,0.01,0.025,2.7,0.78,2322,0,0,1,0
58.63,8,4,entertainment,0.116,0.399,40.6,1.13,3208,0,0,0,0
95.27,9,1,grocery,0.019,0.02,0.8,1.23,1914,0,0,1,0
7.2,8,2,dining,0.042,0.039,15.5,1.29,1012,0,1,1,0
50.28,11,1,electronics,0.046,0.193,9.8,1.57,2310,0,0,0,0
55.36,7,2,dining,0.01,0.096,9.7,0.78,883,0,0,0,0
5.06,8,1,entertainment,0.19,0.437,2.4,1.5,2946,0,0,1,0
68.94,20,1,grocery,0.106,0.5,4.4,0.91,1606,0,0,0,0
40.73,14,2,grocery,0.114,0.266,43.4,1.24,434,0,0,1,0
428.11,11,3,dining,0.158,0.318,5.4,0.93,2334,0,0,0,0
51.61,20,1,gas_transport,0.152,0.101,28.7,1.27,2847,0,0,1,0
67.11,16,7,clothing,0.023,0.18,3.0,1.23,1975,0,0,1,0
10.89,7,4,entertainment,0.098,0.272,3.8,1.01,2170,0,0,0,0
29.4,9,2,gas_transport,0.065,0.136,1.6,1.39,2118,0,0,1,0
50.25,14,2,dining,0.182,0.067,26.1,0.47,2264,0,0,0,0
8.77,11,1,dining,0.059,0.083,9.0,1.28,2336,0,0,1,0
100.92,11,4,dining,0.13,0.04,0.7,0.77,2949,0,0,0,0
58.33,8,1,dining,0.082,0.207,10.2,0.74,2108,0,0,0,0
21.07,11,1,dining,0.017,0.194,12.0,1.45,1348,0,0,1,0
52.66,21,2,electronics,0.276,0.19,14.8,0.87,2896,0,0,1,0
49.81,14,1,dining,0.156,0.282,24.1,0.81,1112,0,0,1,0
25.96,21,1,entertainment,0.01,0.256,13.0,1.01,664,0,0,0,0
131.12,20,3,grocery,0.239,0.117,0.1,1.04,325,0,0,1,0
272.13,19,8,electronics,0.726,0.473,973.9,7.98,112,1,1,1,1
206.47,11,1,grocery,0.145,0.327,17.6,1.37,1935,0,0,0,0
23.04,14,2,grocery,0.039,0.263,5.2,1.18,489,0,0,1,0
42.44,14,1,clothing,0.036,0.201,2.7,1.2,648,0,0,0,0
103.14,15,1,clothing,0.055,0.116,4.3,1.7,3261,0,1,1,0
29.96,21,2,gas_transport,0.126,0.27,27.0,0.26,324,0,0,1,0
72.56,13,4,clothing,0.222,0.03,24.7,0.95,2935,0,0,1,0
46.09,19,1,clothing,0.131,0.056,4.1,0.93,1828,0,0,1,0
72.63,12,1,gas_transport,0.065,0.299,1.1,0.74,2769,0,0,0,0
30.17,8,2,grocery,0.01,0.128,2.9,0.6,438,0,0,0,0
42.88,18,1,grocery,0.032,0.274,3.3,0.96,2142,0,0,1,0
20.13,13,5,grocery,0.146,0.359,20.7,0.38,2583,0,0,0,0
169.39,12,1,health_beauty,0.114,0.045,4.3,1.47,1976,0,0,1,0
183.97,2,9,travel,0.639,0.9,727.1,9.43,29,0,1,0,1
38.49,7,2,dining,0.039,0.218,10.1,0.94,3375,0,0,1,0
1837.64,16,7,gas_transport,0.465,0.447,676.5,7.74,71,2,1,1,1
28.46,16,1,dining,0.068,0.174,2.0,1.14,1877,0,0,0,0
32.22,14,1,utilities,0.213,0.122,12.8,1.12,973,1,0,0,0
86.52,21,1,gas_transport,0.033,0.036,10.8,0.73,1119,0,0,1,0
52.34,7,1,electronics,0.227,0.063,3.6,0.34,1676,0,1,0,0
45.04,10,2,grocery,0.018,0.115,19.2,0.82,1808,0,0,0,0
85.39,14,3,grocery,0.226,0.101,16.5,0.8,2579,0,0,1,0
106.85,11,1,gas_transport,0.108,0.31,22.5,0.77,2184,0,0,1,0
195.85,20,2,health_beauty,0.056,0.254,4.8,0.64,1193,0,0,1,0
62.53,8,2,dining,0.072,0.145,7.0,0.61,2686,0,0,0,0
9.97,5,3,grocery,0.067,0.01,5.1,1.11,1156,0,0,1,0
39.34,9,4,gas_transport,0.128,0.017,13.9,1.12,2869,0,0,1,0
38.75,8,1,dining,0.253,0.145,6.5,1.32,567,0,0,1,0
75.75,18,3,grocery,0.107,0.449,12.6,1.01,1654,0,0,0,0
5.0,17,2,dining,0.039,0.032,8.4,0.89,2998,0,0,0,0
29.38,15,3,utilities,0.111,0.319,16.6,1.06,1411,0,0,1,0
99.61,13,2,grocery,0.021,0.05,2.6,0.62,436,0,0,1,0
309.05,8,5,dining,0.607,0.759,388.6,2.18,111,0,0,1,1
35.85,11,1,grocery,0.067,0.412,3.7,1.03,1559,0,0,0,0
87.05,7,1,dining,0.17,0.133,26.9,1.23,2646,0,0,0,0
34.91,15,1,utilities,0.041,0.249,28.2,0.81,539,0,0,0,0
160.53,11,5,clothing,0.188,0.011,1.9,1.45,3249,0,0,1,0
5.0,16,1,gas_transport,0.043,0.187,10.7,0.99,504,0,1,1,0
62.23,19,1,entertainment,0.029,0.158,12.2,1.02,313,0,0,1,0
47.25,16,4,grocery,0.063,0.012,1.6,0.96,2678,0,0,1,0
37.25,13,1,grocery,0.083,0.067,4.4,0.48,2311,0,1,1,0
1036.96,3,8,travel,0.736,0.844,99.0,7.51,70,4,0,1,1
22.1,17,1,clothing,0.198,0.155,15.7,0.93,2383,0,0,0,0
55.37,22,1,grocery,0.154,0.014,29.0,0.8,740,0,0,1,0
61.16,13,1,dining,0.39,0.109,4.1,0.89,3416,0,0,0,0
17.17,11,1,clothing,0.147,0.158,10.3,0.94,1141,0,1,0,0
67.58,10,4,dining,0.307,0.019,20.9,0.77,1769,0,1,1,0
46.79,1,1,utilities,0.033,0.374,3.4,0.71,3288,0,0,1,0
35.87,6,1,electronics,0.161,0.103,5.2,0.46,1952,0,0,1,0
10.79,8,3,gas_transport,0.042,0.049,18.9,1.11,2616,0,0,0,0
19.16,9,2,electronics,0.297,0.255,4.2,1.01,1088,0,0,0,0
41.5,9,2,utilities,0.104,0.044,17.4,0.74,1400,0,0,0,0
32.2,22,6,retail,0.061,0.023,11.3,0.97,2394,0,0,0,0
8.78,22,2,clothing,0.118,0.5,59.4,1.18,796,0,0,1,0
48.09,14,2,travel,0.01,0.014,4.9,0.69,1212,0,0,0,0
57.41,2,1,clothing,0.136,0.056,12.1,1.08,1835,2,0,0,0
111.66,4,1,dining,0.028,0.054,2.0,1.01,2075,0,0,0,0
47.19,15,2,clothing,0.218,0.011,16.2,1.37,1732,0,0,0,0
25.58,14,1,entertainment,0.151,0.01,29.1,1.19,2457,0,0,0,0
79.9,10,1,dining,0.129,0.172,13.6,1.2,2076,0,0,1,0
118.48,14,1,clothing,0.029,0.359,22.7,0.69,2623,0,0,0,0
98.99,10,1,travel,0.12,0.019,8.6,1.1,1267,0,0,1,0
99.18,11,3,grocery,0.115,0.223,0.9,0.79,3289,0,0,0,0
37.55,7,3,electronics,0.151,0.242,5.3,0.88,2823,0,0,0,0
993.06,6,8,travel,0.879,0.676,662.6,6.19,280,2,1,1,1
48.32,18,1,grocery,0.053,0.12,8.1,0.91,759,0,0,1,0
21.54,12,1,entertainment,0.041,0.018,32.0,0.57,2807,0,0,1,0
13.67,8,1,grocery,0.129,0.016,5.9,0.8,2510,1,0,1,0
59.35,15,1,travel,0.042,0.271,35.6,0.56,1754,0,0,1,0
27.4,17,1,clothing,0.162,0.097,9.6,0.63,876,0,0,1,0
86.33,12,1,gas_transport,0.024,0.096,15.3,0.55,1084,0,0,1,0
26.12,14,1,electronics,0.023,0.069,11.4,1.55,2860,0,1,0,0
26.0,10,2,health_beauty,0.05,0.037,6.2,0.97,2633,0,0,1,0
25.93,11,1,gas_transport,0.099,0.134,1.0,1.43,3479,0,0,1,0
966.97,4,6,clothing,0.693,0.617,27.0,3.84,300,1,1,1,1
55.72,16,1,grocery,0.119,0.068,5.9,1.02,1807,0,0,0,0
234.92,12,2,grocery,0.245,0.221,6.2,0.88,565,0,0,1,0
47.36,11,1,retail,0.052,0.23,1.1,0.46,2027,0,0,1,0
17.76,11,3,grocery,0.232,0.14,1.9,0.71,2122,0,0,1,0
23.32,19,1,gas_transport,0.165,0.15,10.3,1.22,2277,0,0,1,0
46.56,13,2,grocery,0.116,0.117,10.6,1.26,1055,0,0,1,0
30.11,11,3,grocery,0.267,0.125,8.3,0.28,732,0,0,1,0
59.86,14,3,health_beauty,0.441,0.193,16.6,1.52,946,0,0,1,0
121.46,8,2,grocery,0.07,0.165,5.0,1.03,335,0,0,1,0
16.59,15,2,electronics,0.174,0.141,26.0,0.68,879,0,0,0,0
34.45,13,1,grocery,0.114,0.414,0.8,0.87,1767,0,0,0,0
215.25,11,1,utilities,0.01,0.345,1.4,1.44,3505,0,0,1,0
64.25,9,3,gas_transport,0.131,0.209,0.9,1.25,1373,0,1,0,0
5.0,21,4,gas_transport,0.2,0.397,1.6,1.06,1270,1,0,1,0
53.19,8,2,dining,0.035,0.12,3.7,0.76,627,0,0,0,0
90.38,10,1,grocery,0.124,0.068,13.3,0.63,953,0,0,1,0
17.16,11,1,gas_transport,0.04,0.172,4.2,1.44,920,0,0,0,0
8.67,21,1,gas_transport,0.136,0.224,10.5,1.48,1549,0,0,1,0
54.2,15,2,health_beauty,0.12,0.016,9.6,1.1,1426,0,0,1,0
12.01,7,2,dining,0.017,0.173,32.3,1.12,522,0,0,1,0
40.28,15,1,health_beauty,0.059,0.18,6.0,1.01,3562,1,0,0,0
38.3,11,1,electronics,0.034,0.132,5.0,0.91,443,0,0,0,0
6.66,9,1,grocery,0.217,0.07,14.1,0.7,817,0,0,1,0
18.95,13,1,gas_transport,0.11,0.281,6.7,1.08,2455,0,0,0,0
33.53,14,1,dining,0.107,0.49,0.4,0.67,1374,0,1,1,0
23.04,15,1,grocery,0.078,0.105,21.4,1.19,2286,0,0,1,0
27.42,13,2,gas_transport,0.044,0.102,15.2,1.0,1378,0,0,1,0
34.84,11,4,gas_transport,0.057,0.112,8.4,1.41,1997,0,0,1,0
27.29,5,1,health_beauty,0.223,0.133,4.4,1.81,2202,0,0,1,0
90.73,13,1,gas_transport,0.118,0.337,18.4,0.84,1211,0,1,1,0
120.0,22,7,travel,0.848,0.707,87.9,2.51,154,2,0,1,1
79.4,9,2,utilities,0.024,0.123,16.6,1.31,3108,0,0,1,0
66.91,11,3,gas_transport,0.097,0.311,21.6,0.92,1937,0,0,1,0
127.87,6,1,retail,0.044,0.111,32.2,0.44,273,0,0,1,0
36.77,9,3,dining,0.094,0.153,18.4,1.25,3032,0,0,1,0
37.44,8,1,clothing,0.069,0.062,4.4,0.87,3370,0,0,0,0
169.22,11,4,dining,0.031,0.073,10.4,1.39,2321,0,0,0,0
171.02,23,1,clothing,0.032,0.242,19.3,0.55,3100,0,0,1,0
46.3,20,2,clothing,0.185,0.105,15.8,1.09,912,0,0,0,0
69.5,19,1,travel,0.172,0.155,15.6,1.3,1777,0,0,0,0
15.52,10,1,gas_transport,0.102,0.067,9.6,1.35,3131,0,0,0,0
66.37,16,2,travel,0.059,0.178,5.2,1.08,1666,0,0,1,0
24.08,7,3,gas_transport,0.143,0.064,12.8,1.0,1829,0,0,1,0
43.84,17,4,dining,0.01,0.388,7.3,0.27,1154,0,0,0,0
102.9,14,1,travel,0.074,0.253,5.8,1.36,1871,0,0,1,0
56.7,9,1,gas_transport,0.093,0.174,2.3,1.53,1027,0,0,1,0
276.35,22,1,health_beauty,0.01,0.109,7.6,1.17,448,0,0,1,0
81.67,11,3,dining,0.051,0.271,14.7,1.17,1005,0,0,0,0
29.81,17,1,grocery,0.177,0.074,7.4,1.24,266,1,0,1,0
152.35,17,1,gas_transport,0.073,0.375,8.7,0.75,771,0,0,0,0
60.82,16,3,clothing,0.026,0.223,15.7,0.78,1337,0,0,0,0
3228.69,23,5,electronics,0.411,0.813,15.0,2.98,898,1,0,1,1
39.7,11,1,dining,0.19,0.021,4.9,1.29,3488,0,0,0,0
333.7,3,12,electronics,0.845,0.781,364.3,1.8,10,1,0,1,1
65.11,14,4,entertainment,0.17,0.099,29.7,1.34,2581,0,0,0,0
78.08,12,1,dining,0.113,0.069,0.7,1.02,2995,0,1,1,0
158.01,8,3,utilities,0.101,0.202,3.3,1.04,325,0,0,1,0
30.27,13,3,gas_transport,0.137,0.077,9.6,0.78,2527,0,0,1,0
88.58,7,1,retail,0.035,0.5,3.8,1.36,2439,0,0,1,0
65.43,15,1,retail,0.203,0.432,0.2,1.01,656,0,0,0,0
1028.11,1,11,electronics,0.948,0.544,482.2,6.25,257,2,0,0,1
1524.79,16,8,entertainment,0.908,0.693,578.3,7.23,14,0,1,1,1
33.93,5,1,travel,0.205,0.062,3.8,0.76,207,0,0,1,0
35.6,7,3,dining,0.029,0.112,64.8,1.33,241,0,0,0,0
87.23,17,4,gas_transport,0.01,0.12,8.4,0.82,575,0,0,0,0
17.4,16,3,utilities,0.064,0.082,8.2,1.58,2978,0,0,0,0
5.9,6,1,clothing,0.075,0.067,8.1,1.65,3023,0,0,0,0
38.58,16,4,entertainment,0.25,0.277,12.5,0.75,371,0,0,1,0
18.74,15,1,electronics,0.136,0.067,17.1,0.69,1478,1,0,1,0
